Index	Name	Name_new
1831	RosBREEDSNP_SNP_CT_40079809_Lg2_02535_MAF50_1678854_exon4	RB_40079809
1832	RosBREEDSNP_SNP_CT_4016435_Lg10_01810_MAF20_1636495_exon4	RB_4016435_
1833	RosBREEDSNP_SNP_CT_4032707_Lg10_01810_MAF30_483396_exon2	RB_4032707_
1834	RosBREEDSNP_SNP_CT_4034839_Lg10_01810_MAF40_460310_exon1	RB_4034839_
1835	RosBREEDSNP_SNP_CT_4041727_Lg10_01810_MAF50_1646123_exon1	RB_4041727_
1836	RosBREEDSNP_SNP_CT_40449639_Lg15_MDP0000480237__MDP0000480237_exon3	RB_40449639
1837	RosBREEDSNP_SNP_CT_406763_Lg17_MDP0000263576_MAF10_MDP0000263576_exon2	RB_406763_L
1838	RosBREEDSNP_SNP_CT_4096952_Lg17_RosCOS742_MAF20_MDP0000256811_exon1	RB_4096952_
1839	RosBREEDSNP_SNP_CT_41031897_Lg15_00357_MAF30_265938_exon1	RB_41031897
1840	RosBREEDSNP_SNP_CT_41497_Lg13_snpEB124348_MAF40_460894_exon1	RB_41497_Lg
1841	RosBREEDSNP_SNP_CT_4161930_Lg6_00181_MAF40_1640456_exon1	RB_4161930_
1842	RosBREEDSNP_SNP_CT_4173601_Lg2_00203_MAF20_405292_exon1	RB_4173601_
1843	RosBREEDSNP_SNP_CT_4208391_Lg15_00330_MAF30_MDP0000201427_exon11	RB_4208391_
1844	RosBREEDSNP_SNP_CT_4223857_Lg15_00330_MAF30_1662077_exon2	RB_4223857_
1845	RosBREEDSNP_SNP_CT_4273093_Lg5_01623_MAF20_1681896_exon6	RB_4273093_
1846	RosBREEDSNP_SNP_CT_4281032_Lg5_01623_MAF30_440688_exon2	RB_4281032_
1847	RosBREEDSNP_SNP_CT_4303901_Lg5_01623_MAF40_MDP0000255780_exon24	RB_4303901_
1848	RosBREEDSNP_SNP_CT_4372277_Lg7_01170_MAF40_MDP0000213319_exon4	RB_4372277_
1849	RosBREEDSNP_SNP_CT_4377413_Lg7_01170_MAF20_1647395_exon1	RB_4377413_
1850	RosBREEDSNP_SNP_CT_44295404_Lg15_01687_MAF40_1624012_exon3	RB_44295404
1851	RosBREEDSNP_SNP_CT_4445083_Lg2_RosCOS2816_MAF50_1649480_exon3	RB_4445083_
1852	RosBREEDSNP_SNP_CT_44662211_Lg15_01805_MAF20_MDP0000311852_exon1	RB_44662211
1853	RosBREEDSNP_SNP_CT_44674746_Lg15_01805_MAF50_MDP0000262289_exon13	RB_44674746
1854	RosBREEDSNP_SNP_CT_45049266_Lg15_ACS_MAF20_463384_exon1	RB_45049266
1855	RosBREEDSNP_SNP_CT_4574491_Lg13_RosCOS841_MAF20_1660629_exon1	RB_4574491_
1856	RosBREEDSNP_SNP_CT_4578560_Lg4_00705_MAF20_MDP0000176523_exon9	RB_4578560_
1857	RosBREEDSNP_SNP_CT_4580974_Lg4_00705_MAF10_MDP0000244070_exon1	RB_4580974_
1858	RosBREEDSNP_SNP_CT_45920803_Lg15_RosCOS1627_MAF50_1679367_exon1	RB_45920803
1859	RosBREEDSNP_SNP_CT_45923143_Lg15_RosCOS1627_MAF40_707751_exon1	RB_45923143
1860	RosBREEDSNP_SNP_CT_4605949_Lg4_00705_MAF20_1678001_exon2	RB_4605949_
1861	RosBREEDSNP_SNP_CT_46711004_Lg15_01752_MAF50_909396_exon1	RB_46711004
1862	RosBREEDSNP_SNP_CT_4685551_Lg9_RosCOS3253_MAF30_MDP0000321404_exon7	RB_4685551_
1863	RosBREEDSNP_SNP_CT_477972_Lg5_MDP0000217438_MAF20_MDP0000217438_exon1	RB_477972_L
1864	RosBREEDSNP_SNP_CT_4823608_Lg3_00276_MAF50_1672366_exon1	RB_4823608_
1865	RosBREEDSNP_SNP_CT_4923431_Lg13_02336_MAF20_1687133_exon2	RB_4923431_
1866	RosBREEDSNP_SNP_CT_4957230_Lg15_RosCOS2117_MAF50_MDP0000143970_exon1	RB_4957230_
1867	RosBREEDSNP_SNP_CT_4993076_Lg6_MDP0000075705_MAF50_MDP0000075705_exon1	RB_4993076_
1868	RosBREEDSNP_SNP_CT_4993274_Lg6_MDP0000075705_MAF10_MDP0000075705_exon1	RB_4993274_
1869	RosBREEDSNP_SNP_CT_50030099_Lg15_01778_MAF10_524074_exon1	RB_50030099
1870	RosBREEDSNP_SNP_CT_50036156_Lg15_01778_MAF30_224068_exon1	RB_50036156
1871	RosBREEDSNP_SNP_CT_51280174_Lg15_00236_MAF10_602999_exon1	RB_51280174
1872	RosBREEDSNP_SNP_CT_5159764_Lg11_00418_MAF50_6718_exon1	RB_5159764_
1873	RosBREEDSNP_SNP_CT_5166014_Lg8_01378_MAF30_1645550_exon1	RB_5166014_
1874	RosBREEDSNP_SNP_CT_5173113_Lg12_MDP0000221924_MAF20_MDP0000221924_exon2	RB_5173113_
1875	RosBREEDSNP_SNP_CT_5208182_Lg11_00418_MAF50_1676725_exon1	RB_5208182_
1876	RosBREEDSNP_SNP_CT_5243425_Lg6_00082_MAF50_1622771_exon1	RB_5243425_
1877	RosBREEDSNP_SNP_CT_5267285_Lg5_00544_MAF20_427451_exon1	RB_5267285_
1878	RosBREEDSNP_SNP_CT_5314728_Lg2_00158_MAF30_1667717_exon1	RB_5314728_
1879	RosBREEDSNP_SNP_CT_5387010_Lg9_00514_MAF40_377304_exon1	RB_5387010_
1880	RosBREEDSNP_SNP_CT_5391928_Lg5_01697_MAF40_932139_exon1	RB_5391928_
1881	RosBREEDSNP_SNP_CT_5394062_Lg5_01697_MAF10_1624817_exon5	RB_5394062_
1882	RosBREEDSNP_SNP_CT_5401586_Lg5_01697_MAF50_193169_exon1	RB_5401586_
1883	RosBREEDSNP_SNP_CT_5434935_Lg16_00030_MAF40_1618450_exon11	RB_5434935_
1884	RosBREEDSNP_SNP_CT_54500502_Lg15_01774_MAF20_941405_exon1	RB_54500502
1885	RosBREEDSNP_SNP_CT_5482687_Lg11_01713_MAF40_MDP0000265419_exon1	RB_5482687_
1886	RosBREEDSNP_SNP_CT_55338420_Lg15_01392_MAF30_732277_exon1	RB_55338420
1887	RosBREEDSNP_SNP_CT_557285_Lg11_01480_MAF50_1638467_exon1	RB_557285_L
1888	RosBREEDSNP_SNP_CT_5601568_Lg16_SquamosaTF_MAF50_1632712_exon1	RB_5601568_
1889	RosBREEDSNP_SNP_CT_5659750_Lg13_RosCOS1918_MAF10_1658996_exon2	RB_5659750_
1890	RosBREEDSNP_SNP_CT_5665967_Lg16_SquamosaTF_MAF40_765776_exon1	RB_5665967_
1891	RosBREEDSNP_SNP_CT_5689554_Lg17_00606_MAF40_333837_exon1	RB_5689554_
1892	RosBREEDSNP_SNP_CT_570740_Lg13_01917_MAF50_1670670_exon1	RB_570740_L
1893	RosBREEDSNP_SNP_CT_5724203_Lg15_01185_MAF50_538744_exon2	RB_5724203_
1894	RosBREEDSNP_SNP_CT_5831303_Lg7_00658_MAF10_981215_exon1	RB_5831303_
1895	RosBREEDSNP_SNP_CT_5842594_Lg7_00658_MAF40_734558_exon3	RB_5842594_
1896	RosBREEDSNP_SNP_CT_5879958_Lg17_251346_MAF50_251346_exon1	RB_5879958_
1897	RosBREEDSNP_SNP_CT_592309_Lg5_00737_MAF10_MDP0000493644_exon2	RB_592309_L
1898	RosBREEDSNP_SNP_CT_5923532_Lg3_01263_MAF30_1677920_exon1	RB_5923532_
1899	RosBREEDSNP_SNP_CT_5937629_Lg15_CXE2_MAF20_1674901_exon1	RB_5937629_
1900	RosBREEDSNP_SNP_CT_5940163_Lg1_00152_MAF50_1642197_exon1	RB_5940163_
1901	RosBREEDSNP_SNP_CT_5961724_Lg9_01603_MAF10_MDP0000282003_exon1	RB_5961724_
1902	RosBREEDSNP_SNP_CT_5981805_Lg9_01603_MAF50_1683899_exon3	RB_5981805_
1903	RosBREEDSNP_SNP_CT_6009220_Lg13_RosCOS2511_MAF20_1678475_exon1	RB_6009220_
1904	RosBREEDSNP_SNP_CT_6021220_Lg16_01003_MAF20_1631279_exon2	RB_6021220_
1905	RosBREEDSNP_SNP_CT_602461_Lg13_01579_MAF40_1652644_exon1	RB_602461_L
1906	RosBREEDSNP_SNP_CT_6047197_Lg16_01003_MAF50_153552_exon2	RB_6047197_
1907	RosBREEDSNP_SNP_CT_6094366_Lg14_00010_MAF30_487300_exon1	RB_6094366_
1908	RosBREEDSNP_SNP_CT_6220043_Lg6_01575_MAF40_69973_exon1	RB_6220043_
1909	RosBREEDSNP_SNP_CT_6256664_Lg6_01575_MAF10_1675828_exon2	RB_6256664_
1910	RosBREEDSNP_SNP_CT_6261234_Lg2_00308_MAF40_MDP0000292425_exon4	RB_6261234_
1911	RosBREEDSNP_SNP_CT_626221_Lg8_00175_MAF20_MDP0000312559_exon17	RB_626221_L
1912	RosBREEDSNP_SNP_CT_6266265_Lg2_00308_MAF40_1675094_exon1	RB_6266265_
1913	RosBREEDSNP_SNP_CT_6288877_Lg9_209697_MAF50_209697_exon3	RB_6288877_
1914	RosBREEDSNP_SNP_CT_6300421_Lg15_108706_MAF10_108706_exon1	RB_6300421_
1915	RosBREEDSNP_SNP_CT_637380_Lg8_00175_MAF30_MDP0000312559_exon8	RB_637380_L
1916	RosBREEDSNP_SNP_CT_6466363_Lg2_01162_MAF20_484253_exon1	RB_6466363_
1917	RosBREEDSNP_SNP_CT_6473341_Lg2_01162_MAF40_1639321_exon2	RB_6473341_
1918	RosBREEDSNP_SNP_CT_6482710_Lg2_01162_MAF10_MDP0000231672_exon7	RB_6482710_
1919	RosBREEDSNP_SNP_CT_6558174_Lg15_00076_MAF40_498323_exon4	RB_6558174_
1920	RosBREEDSNP_SNP_CT_6561113_Lg3_01921_MAF40_962276_exon1	RB_6561113_
1921	RosBREEDSNP_SNP_CT_6573129_Lg15_00076_MAF50_391944_exon1	RB_6573129_
1922	RosBREEDSNP_SNP_CT_6754063_Lg9_00280_MAF20_1658773_exon1	RB_6754063_
1923	RosBREEDSNP_SNP_CT_6947667_Lg17_01927_MAF10_1688280_exon3	RB_6947667_
1924	RosBREEDSNP_SNP_CT_705112_Lg3_RosCOS2149_MAF30_1661159_exon2	RB_705112_L
1925	RosBREEDSNP_SNP_CT_7121587_Lg10_02051_MAF30_MDP0000599316_exon1	RB_7121587_
1926	RosBREEDSNP_SNP_CT_7138274_Lg3_01493_MAF10_MDP0000137959_exon3	RB_7138274_
1927	RosBREEDSNP_SNP_CT_7140782_Lg3_01493_MAF40_MDP0000137959_exon1	RB_7140782_
1928	RosBREEDSNP_SNP_CT_7163951_Lg11_01483_MAF30_1629427_exon1	RB_7163951_
1929	RosBREEDSNP_SNP_CT_7165677_Lg13_00128_MAF20_1662884_exon1	RB_7165677_
1930	RosBREEDSNP_SNP_CT_7178316_Lg3_01493_MAF30_1666882_exon4	RB_7178316_
1931	RosBREEDSNP_SNP_CT_7191810_Lg11_01483_MAF10_MDP0000240624_exon5	RB_7191810_
1932	RosBREEDSNP_SNP_CT_7255188_Lg2_00505_MAF50_571945_exon1	RB_7255188_
1933	RosBREEDSNP_SNP_CT_7261398_Lg15_00274_MAF50_213486_exon1	RB_7261398_
1934	RosBREEDSNP_SNP_CT_7347591_Lg7_02853_MAF30_MDP0000142937_exon14	RB_7347591_
1935	RosBREEDSNP_SNP_CT_7363032_Lg17_02512_MAF20_251336_exon1	RB_7363032_
1936	RosBREEDSNP_SNP_CT_7402862_Lg17_02512_MAF50_416025_exon1	RB_7402862_
1937	RosBREEDSNP_SNP_CT_7407078_Lg17_02512_MAF10_MDP0000301510_exon3	RB_7407078_
1938	RosBREEDSNP_SNP_CT_741541_Lg14_01902_MAF40_1634998_exon5	RB_741541_L
1939	RosBREEDSNP_SNP_CT_7623675_Lg16_MDP0000253287__MDP0000253287_exon19	RB_7623675_
1940	RosBREEDSNP_SNP_CT_7640974_Lg9_00893_MAF20_1669942_exon2	RB_7640974_
1941	RosBREEDSNP_SNP_CT_7662205_Lg9_00893_MAF10_728787_exon1	RB_7662205_
1942	RosBREEDSNP_SNP_CT_781089_Lg5_00460_MAF20_361681_exon5	RB_781089_L
1943	RosBREEDSNP_SNP_CT_7894843_Lg16_01520_MAF50_MDP0000214924_exon15	RB_7894843_
1944	RosBREEDSNP_SNP_CT_791812_Lg5_00460_MAF30_1658062_exon3	RB_791812_L
1945	RosBREEDSNP_SNP_CT_795182_Lg7_01172_MAF20_59127_exon1	RB_795182_L
1946	RosBREEDSNP_SNP_CT_7992834_Lg7_02619_MAF50_825086_exon2	RB_7992834_
1947	RosBREEDSNP_SNP_CT_823290_Lg7_01172_MAF40_1641721_exon6	RB_823290_L
1948	RosBREEDSNP_SNP_CT_8345524_Lg5_01208_MAF30_973835_exon1	RB_8345524_
1949	RosBREEDSNP_SNP_CT_8352817_Lg15_226490__226490_exon1	RB_8352817_
1950	RosBREEDSNP_SNP_CT_8392816_Lg16_RosCOS1090_MAF40_503724_exon3	RB_8392816_
1951	RosBREEDSNP_SNP_CT_849833_Lg4_01597_MAF40_666094_exon2	RB_849833_L
1952	RosBREEDSNP_SNP_CT_8500996_Lg8_01550_MAF40_1640693_exon5	RB_8500996_
1953	RosBREEDSNP_SNP_CT_8503130_Lg3_RosCOS3572_MAF40_6179_exon1	RB_8503130_
1954	RosBREEDSNP_SNP_CT_8516804_Lg3_RosCOS3572_MAF30_324882_exon1	RB_8516804_
1955	RosBREEDSNP_SNP_CT_852820_Lg13_02018_MAF30_542610_exon1	RB_852820_L
1956	RosBREEDSNP_SNP_CT_8552134_Lg10_00260_MAF30_1687054_exon4	RB_8552134_
1957	RosBREEDSNP_SNP_CT_8557916_Lg10_00260_MAF50_1627495_exon2	RB_8557916_
1958	RosBREEDSNP_SNP_CT_8577910_Lg17_00039_MAF20_MDP0000409121_exon1	RB_8577910_
1959	RosBREEDSNP_SNP_CT_860737_Lg4_01597_MAF10_1664898_exon2	RB_860737_L
1960	RosBREEDSNP_SNP_CT_8619897_Lg13_RosCOS2067_MAF40_1650509_exon1	RB_8619897_
1961	RosBREEDSNP_SNP_CT_8682607_Lg11_00735_MAF10_MDP0000880188_exon1	RB_8682607_
1962	RosBREEDSNP_SNP_CT_8827345_Lg17_01842_MAF30_MDP0000891106_exon4	RB_8827345_
1963	RosBREEDSNP_SNP_CT_8928904_Lg2_00407_MAF30_1636661_exon1	RB_8928904_
1964	RosBREEDSNP_SNP_CT_8933286_Lg8_01625_MAF30_1653734_exon1	RB_8933286_
1965	RosBREEDSNP_SNP_CT_8972436_Lg8_26661_MAF30_26661_exon1	RB_8972436_
1966	RosBREEDSNP_SNP_CT_9067765_Lg14_01650_MAF40_1663406_exon1	RB_9067765_
1967	RosBREEDSNP_SNP_CT_9085264_Lg16_01730_MAF50_MDP0000265949_exon17	RB_9085264_
1968	RosBREEDSNP_SNP_CT_9091637_Lg3_RosCOS449_MAF40_1667685_exon1	RB_9091637_
1969	RosBREEDSNP_SNP_CT_9141829_Lg14_01650_MAF40_1629491_exon7	RB_9141829_
1970	RosBREEDSNP_SNP_CT_9251763_Lg5_01896_MAF20_6457_exon1	RB_9251763_
1971	RosBREEDSNP_SNP_CT_9273339_Lg7_RosCOS2471_MAF30_MDP0000221553_exon1	RB_9273339_
1972	RosBREEDSNP_SNP_CT_9388261_Lg10_00875_MAF20_MDP0000180840_exon1	RB_9388261_
1973	RosBREEDSNP_SNP_CT_9390133_Lg17_01042_MAF40_MDP0000206358_exon1	RB_9390133_
1974	RosBREEDSNP_SNP_CT_9480406_Lg10_00875_MAF30_268401_exon1	RB_9480406_
1975	RosBREEDSNP_SNP_CT_9532664_Lg3_02195_MAF50_MDP0000680806_exon1	RB_9532664_
1976	RosBREEDSNP_SNP_CT_976750_Lg15_00694_MAF50_598335_exon1	RB_976750_L
1977	RosBREEDSNP_SNP_CT_978082_Lg5_01694_MAF20_MDP0000231216_exon3	RB_978082_L
1978	RosBREEDSNP_SNP_CT_9785585_Lg16_01715_MAF30_MDP0000245959_exon3	RB_9785585_
1979	RosBREEDSNP_SNP_CT_981417_Lg5_01694_MAF50_1679637_exon2	RB_981417_L
1980	RosBREEDSNP_SNP_CT_982733_Lg3_00506_MAF30_MDP0000198677_exon1	RB_982733_L
1981	RosBREEDSNP_SNP_CT_9937667_Lg13_01507_MAF20_333457_exon1	RB_9937667_
1982	RosBREEDSNP_SNP_CT_9984447_Lg16_00879_MAF20_1622157_exon2	RB_9984447_
1983	RosBREEDSNP_SNP_CT_9996257_Lg16_00879_MAF50_1633349_exon1	RB_9996257_
1984	RosBREEDSNP_SNP_GA_10281385_Lg5_01651_MAF20_526843_exon1	RB_10281385
1985	RosBREEDSNP_SNP_GA_10289990_Lg5_01651_MAF50_1666134_exon1	RB_10289990
1986	RosBREEDSNP_SNP_GA_10528682_Lg8_snpCO066276_MAF30_334135_exon1	RB_10528682
1987	RosBREEDSNP_SNP_GA_1057933_Lg3_00506_MAF50_38325_exon2	RB_1057933_
1988	RosBREEDSNP_SNP_GA_10678809_Lg2_01223_MAF30_1669670_exon1	RB_10678809
1989	RosBREEDSNP_SNP_GA_10707191_Lg3_00874_MAF50_1649316_exon1	RB_10707191
1990	RosBREEDSNP_SNP_GA_10855703_Lg4_01886_MAF40_1665852_exon1	RB_10855703
1991	RosBREEDSNP_SNP_GA_10879906_Lg17_00918_MAF30_479707_exon1	RB_10879906
1992	RosBREEDSNP_SNP_GA_1098793_Lg15_01009_MAF30_84788_exon1	RB_1098793_
1993	RosBREEDSNP_SNP_GA_1102132_Lg14_00163_MAF20_MDP0000855720_exon1	RB_1102132_
1994	RosBREEDSNP_SNP_GA_11025706_Lg7_01882_MAF40_MDP0000125099_exon1	RB_11025706
1995	RosBREEDSNP_SNP_GA_11082663_Lg15_02869_MAF20_1650231_exon2	RB_11082663
1996	RosBREEDSNP_SNP_GA_11092150_Lg15_02869_MAF40_MDP0000449737_exon1	RB_11092150
1997	RosBREEDSNP_SNP_GA_1110740_Lg15_01009_MAF20_634492_exon1	RB_1110740_
1998	RosBREEDSNP_SNP_GA_11306023_Lg11_00377_MAF20_MDP0000181606_exon1	RB_11306023
1999	RosBREEDSNP_SNP_GA_11383980_Lg7_02293_MAF20_MDP0000308855_exon2	RB_11383980
2000	RosBREEDSNP_SNP_GA_1140009_Lg13_00279_MAF50_933324_exon1	RB_1140009_
2001	RosBREEDSNP_SNP_GA_11403959_Lg5_RosCOS1953_MAF20_MDP0000216403_exon1	RB_11403959
2002	RosBREEDSNP_SNP_GA_11485470_Lg1_01815_MAF20_864893_exon1	RB_11485470
2003	RosBREEDSNP_SNP_GA_1149469_Lg17_01241_MAF40_MDP0000131695_exon12	RB_1149469_
2004	RosBREEDSNP_SNP_GA_11499061_Lg1_01815_MAF30_516837_exon4	RB_11499061
2005	RosBREEDSNP_SNP_GA_11726505_Lg9_01755_MAF30_1681471_exon1	RB_11726505
2006	RosBREEDSNP_SNP_GA_11729185_Lg9_01755_MAF40_508139_exon1	RB_11729185
2007	RosBREEDSNP_SNP_GA_11758165_Lg2_00614_MAF40_MDP0000894511_exon1	RB_11758165
2008	RosBREEDSNP_SNP_GA_11824111_Lg11_00037_MAF30_MDP0000213813_exon3	RB_11824111
2009	RosBREEDSNP_SNP_GA_1184953_Lg14_00163_MAF30_MDP0000195374_exon1	RB_1184953_
2010	RosBREEDSNP_SNP_GA_11858982_Lg15_MDP0000320360_MAF30_MDP0000320360_exon2	RB_11858982
2011	RosBREEDSNP_SNP_GA_1188294_Lg12_RosCOS3293_MAF20_1687495_exon1	RB_1188294_
2012	RosBREEDSNP_SNP_GA_11950668_Lg2_RosCOS2709_MAF40_1639624_exon2	RB_11950668
2013	RosBREEDSNP_SNP_GA_11965366_Lg2_RosCOS2709_MAF20_MDP0000266475_exon2	RB_11965366
2014	RosBREEDSNP_SNP_GA_12053580_Lg10_RosCOS2353_MAF20_1671141_exon4	RB_12053580
2015	RosBREEDSNP_SNP_GA_1216243_Lg16_01588_MAF20_468133_exon1	RB_1216243_
2016	RosBREEDSNP_SNP_GA_12169230_Lg11_00240_MAF30_MDP0000433647_exon1	RB_12169230
2017	RosBREEDSNP_SNP_GA_1225178_Lg16_01588_MAF30_278806_exon1	RB_1225178_
2018	RosBREEDSNP_SNP_GA_12309737_Lg11_00441_MAF20_1653485_exon4	RB_12309737
2019	RosBREEDSNP_SNP_GA_12380727_Lg11_00441_MAF30_1688374_exon1	RB_12380727
2020	RosBREEDSNP_SNP_GA_12390423_Lg1_02334_MAF30_1653937_exon6	RB_12390423
2021	RosBREEDSNP_SNP_GA_1240623_Lg12_RosCOS3293_MAF40_1686868_exon1	RB_1240623_
2022	RosBREEDSNP_SNP_GA_12451235_Lg10_00176_MAF20_1637244_exon4	RB_12451235
2023	RosBREEDSNP_SNP_GA_12456572_Lg14_02638_MAF40_MDP0000311542_exon2	RB_12456572
2024	RosBREEDSNP_SNP_GA_12543616_Lg12_MDP0000210506_MAF20_MDP0000210506_exon2	RB_12543616
2025	RosBREEDSNP_SNP_GA_12543650_Lg12_MDP0000210506_MAF20_MDP0000210506_exon2	RB_12543650
2026	RosBREEDSNP_SNP_GA_12618986_Lg17_01904_MAF40_267876_exon1	RB_12618986
2027	RosBREEDSNP_SNP_GA_12621135_Lg17_01904_MAF30_MDP0000287687_exon2	RB_12621135
2028	RosBREEDSNP_SNP_GA_1273803_Lg9_02013_MAF20_MDP0000312439_exon4	RB_1273803_
2029	RosBREEDSNP_SNP_GA_12760479_Lg3_02020_MAF50_1633838_exon4	RB_12760479
2030	RosBREEDSNP_SNP_GA_12762801_Lg17_MDP0000242009__MDP0000242009_exon2	RB_12762801
2031	RosBREEDSNP_SNP_GA_1278998_Lg2_01134_MAF30_MDP0000233214_exon4	RB_1278998_
2032	RosBREEDSNP_SNP_GA_12825468_Lg9_00331_MAF30_1670288_exon2	RB_12825468
2033	RosBREEDSNP_SNP_GA_1285091_Lg2_01134_MAF50_864622_exon1	RB_1285091_
2034	RosBREEDSNP_SNP_GA_12926120_Lg2_01552_MAF50_683506_exon1	RB_12926120
2035	RosBREEDSNP_SNP_GA_13016569_Lg10_RosCOS724_MAF30_1620203_exon3	RB_13016569
2036	RosBREEDSNP_SNP_GA_13037789_Lg1_01494_MAF30_840712_exon1	RB_13037789
2037	RosBREEDSNP_SNP_GA_1304151_Lg17_00864_MAF20_1656410_exon4	RB_1304151_
2038	RosBREEDSNP_SNP_GA_13057490_Lg13_01704_MAF30_350463_exon1	RB_13057490
2039	RosBREEDSNP_SNP_GA_13073783_Lg4_4744_MAF40_4744_exon1	RB_13073783
2040	RosBREEDSNP_SNP_GA_1307443_Lg6_02169_MAF30_MDP0000296767_exon13	RB_1307443_
2041	RosBREEDSNP_SNP_GA_13093630_Lg1_01494_MAF40_470106_exon1	RB_13093630
2042	RosBREEDSNP_SNP_GA_1310697_Lg2_01134_MAF40_54906_exon1	RB_1310697_
2043	RosBREEDSNP_SNP_GA_1312612_Lg16_01600_MAF30_1658756_exon2	RB_1312612_
2044	RosBREEDSNP_SNP_GA_1316702_Lg8_00487_MAF30_MDP0000392194_exon1	RB_1316702_
2045	RosBREEDSNP_SNP_GA_1334232_Lg17_00864_MAF40_1619924_exon8	RB_1334232_
2046	RosBREEDSNP_SNP_GA_13524873_Lg4_RosCOS2954_MAF40_1654195_exon2	RB_13524873
2047	RosBREEDSNP_SNP_GA_13618_Lg17_00091_MAF30_MDP0000791232_exon8	RB_13618_Lg
2048	RosBREEDSNP_SNP_GA_14065892_Lg4_01929_MAF50_85961_exon1	RB_14065892
2049	RosBREEDSNP_SNP_GA_14084215_Lg4_01929_MAF20_MDP0000254943_exon6	RB_14084215
2050	RosBREEDSNP_SNP_GA_14278506_Lg8_RosCOS761_MAF20_1680712_exon5	RB_14278506
2051	RosBREEDSNP_SNP_GA_14295970_Lg8_RosCOS761_MAF20_1624572_exon1	RB_14295970
2052	RosBREEDSNP_SNP_GA_1433030_Lg9_01339_MAF30_MDP0000316472_exon1	RB_1433030_
2053	RosBREEDSNP_SNP_GA_14345081_Lg9_02046_MAF30_MDP0000249242_exon2	RB_14345081
2054	RosBREEDSNP_SNP_GA_14445035_Lg3_01124_MAF50_530134_exon1	RB_14445035
2055	RosBREEDSNP_SNP_GA_14457107_Lg3_01124_MAF40_MDP0000155390_exon1	RB_14457107
2056	RosBREEDSNP_SNP_GA_14478242_Lg2_00002_MAF40_MDP0000805105_exon1	RB_14478242
2057	RosBREEDSNP_SNP_GA_1451232_Lg15_MDP0000227096__MDP0000227096_exon6	RB_1451232_
2058	RosBREEDSNP_SNP_GA_14519247_Lg1_RosCOS2921_MAF50_476406_exon1	RB_14519247
2059	RosBREEDSNP_SNP_GA_14520985_Lg5_151123__151123_exon1	RB_14520985
2060	RosBREEDSNP_SNP_GA_14524745_Lg8_00639_MAF20_MDP0000308933_exon3	RB_14524745
2061	RosBREEDSNP_SNP_GA_14545022_Lg1_RosCOS2921_MAF10_504165_exon1	RB_14545022
2062	RosBREEDSNP_SNP_GA_14572969_Lg8_00639_MAF40_452573_exon1	RB_14572969
2063	RosBREEDSNP_SNP_GA_14588942_Lg2_00987_MAF30_1674484_exon1	RB_14588942
2064	RosBREEDSNP_SNP_GA_14673668_Lg10_01267_MAF10_10639_exon1	RB_14673668
2065	RosBREEDSNP_SNP_GA_14678947_Lg16_00356_MAF10_1654005_exon5	RB_14678947
2066	RosBREEDSNP_SNP_GA_14836061_Lg1_01500_MAF40_1621531_exon3	RB_14836061
2067	RosBREEDSNP_SNP_GA_14850427_Lg11_RosCOS224_MAF40_MDP0000195336_exon3	RB_14850427
2068	RosBREEDSNP_SNP_GA_14856775_Lg11_RosCOS224_MAF30_MDP0000195335_exon1	RB_14856775
2069	RosBREEDSNP_SNP_GA_15032763_Lg16_02130_MAF40_MDP0000230225_exon10	RB_15032763
2070	RosBREEDSNP_SNP_GA_15184323_Lg2_00222_MAF30_MDP0000298218_exon2	RB_15184323
2071	RosBREEDSNP_SNP_GA_15214773_Lg2_00222_MAF40_54312_exon1	RB_15214773
2072	RosBREEDSNP_SNP_GA_15230080_Lg2_00222_MAF40_1630459_exon1	RB_15230080
2073	RosBREEDSNP_SNP_GA_15259509_Lg8_00354_MAF50_MDP0000136520_exon1	RB_15259509
2074	RosBREEDSNP_SNP_GA_15329250_Lg3_02546_MAF20_MDP0000316658_exon2	RB_15329250
2075	RosBREEDSNP_SNP_GA_1539502_Lg15_00717_MAF40_1679106_exon1	RB_1539502_
2076	RosBREEDSNP_SNP_GA_15461670_Lg16_02207_MAF10_1624116_exon5	RB_15461670
2077	RosBREEDSNP_SNP_GA_15507454_Lg16_01563_MAF20_308014_exon1	RB_15507454
2078	RosBREEDSNP_SNP_GA_15720296_Lg17_RosCOS2834_MAF20_MDP0000239716_exon1	RB_15720296
2079	RosBREEDSNP_SNP_GA_1590717_Lg2_snpCO903605_MAF50_26379_exon3	RB_1590717_
2080	RosBREEDSNP_SNP_GA_1596497_Lg17_01205_MAF20_MDP0000208843_exon2	RB_1596497_
2081	RosBREEDSNP_SNP_GA_1601079_Lg17_01205_MAF20_MDP0000694848_exon1	RB_1601079_
2082	RosBREEDSNP_SNP_GA_16085104_Lg16_02783_MAF20_MDP0000704254_exon2	RB_16085104
2083	RosBREEDSNP_SNP_GA_16093765_Lg4_01777_MAF30_MDP0000320984_exon2	RB_16093765
2084	RosBREEDSNP_SNP_GA_16134794_Lg4_00321_MAF30_264514_exon1	RB_16134794
2085	RosBREEDSNP_SNP_GA_16137085_Lg4_00321_MAF20_801909_exon1	RB_16137085
2086	RosBREEDSNP_SNP_GA_16177297_Lg2_01309_MAF50_330377_exon1	RB_16177297
2087	RosBREEDSNP_SNP_GA_16317377_Lg12_01501_MAF20_MDP0000263613_exon3	RB_16317377
